x,y,n,label
6,1078,50.0,0
8,1317,50.0,0
9,249,50.0,0
16,65,50.0,0
40,839,50.0,0
50,999,50.0,0
69,715,50.0,0
69,714,50.0,0
95,1327,50.0,0
108,1361,50.0,0
125,1375,50.0,0
127,713,50.0,0
140,437,50.0,0
150,149,50.0,0
154,1094,50.0,0
188,578,50.0,0
190,646,50.0,0
224,14,50.0,0
238,833,50.0,0
279,552,50.0,0
286,488,50.0,0
305,407,50.0,0
311,366,50.0,0
316,1505,50.0,0
320,809,50.0,0
325,1085,50.0,0
331,460,50.0,0
336,967,50.0,0
351,1122,50.0,0
360,65,50.0,0
373,1291,50.0,0
377,351,50.0,0
388,235,50.0,0
404,1318,50.0,0
426,1055,50.0,0
446,597,50.0,0
448,927,50.0,0
451,522,50.0,0
479,1158,50.0,0
505,680,50.0,0
507,1266,50.0,0
540,725,50.0,0
545,1415,50.0,0
552,1048,50.0,0
558,352,50.0,0
558,190,50.0,0
566,209,50.0,0
572,482,50.0,0
573,164,50.0,0
599,1414,50.0,0
606,1490,50.0,0
613,737,50.0,0
617,197,50.0,0
633,662,50.0,0
653,1266,50.0,0
684,729,50.0,0
693,292,50.0,0
747,792,50.0,0
779,871,50.0,0
779,443,50.0,0
808,227,50.0,0
813,1408,50.0,0
841,1443,50.0,0
842,397,50.0,0
856,100,50.0,0
858,1119,50.0,0
892,803,50.0,0
897,152,50.0,0
932,446,50.0,0
982,622,50.0,0
994,474,50.0,0
1001,640,50.0,0
1010,1002,50.0,0
1060,1317,50.0,0
1063,516,50.0,0
1085,520,50.0,0
1095,911,50.0,0
1110,1006,50.0,0
1132,281,50.0,0
1151,1255,50.0,0
1183,663,50.0,0
1208,294,50.0,0
1241,1183,50.0,0
1259,1102,50.0,0
1260,1487,50.0,0
1270,1088,50.0,0
1287,1281,50.0,0
1304,884,50.0,0
1306,210,50.0,0
1308,565,50.0,0
1310,288,50.0,0
1311,127,50.0,0
1350,498,50.0,0
1371,1028,50.0,0
1375,32,50.0,0
1384,1449,50.0,0
1386,1345,50.0,0
1420,1142,50.0,0
1436,1427,50.0,0
1474,931,50.0,0
1504,1048,50.0,0
